Subj,Surround,StimName,Win_LElow,Avg_LElow,Los_LElow,Win_LEhigh,Avg_LEhigh,Los_LEhigh
S1,MS,G5,0.0577350269189627,0.255563103753261,0.55640213275412,0.0288675134594813,0.292795434846014,0.594067897354054
S1,MS,G5_horz,0.370809924354783,0.21286732957408,0.367990036096994,0.476095228569523,0.226154445751865,0.240658817969894
S1,MS,G5_blur,0.0735980072193988,0.243027776190295,0.543139024560011,0.0763762615825973,0.24811791551599,0.547342062455767
S1,MS,No4,0.369120576505835,0.254746606127213,0.419324854180304,0.0707106781186548,0.233407726236015,0.535023363975817
S1,MS,No4_histeq,0.102062072615966,0.231615701828122,0.528362249471579,0.0456435464587638,0.261207133644291,0.562731433871138
S1,MS,No4_bandpass,0.0957427107756337,0.22890136158034,0.527178021797824,0.0978945010372562,0.259607074890754,0.554526825320471
S1,MS,No4_bar,0.0790569415042095,0.240442300770892,0.540061724867322,0.0353553390593273,0.278948920055268,0.58022983951764
S1,MS,No4_blur,0.104083299973307,0.241307203926171,0.536578667733508,0.0816496580927725,0.245586033804856,0.544288526426931
S1,HS,G5,0.494553670831926,0.204888180885737,0.147196014438797,0.391045606888336,0.103581690788801,0.225462487641145
S1,HS,G5_horz,0.505799696849784,0.221500564333367,0.156790731018556,0.549241901776136,0.25228125838701,0.088975652100261
S1,HS,G5_blur,0.457347424467075,0.219611399218407,0.26378652985574,0.478713553878169,0.192299679320239,0.164570147151096
S1,HS,No4,0.480884601541784,0.21286732957408,0.204124145231932,0.39947882714023,0.153772017393716,0.264575131106459
S1,HS,No4_histeq,0.43301270189222,0.197642353760524,0.270030862433661,0.432049379893857,0.255563103753261,0.355316760088797
S1,HS,No4_bandpass,0.499583159577395,0.243883510444365,0.227303028283097,0.0500000000000001,0.299130684929959,0.598957427535547
S1,HS,No4_bar,0.537742193496723,0.24811791551599,0.127475487839819,0.411804970020195,0.152411176318099,0.243241991988774
S1,HS,No4_blur,0.384599358640478,0.181142209327368,0.316227766016838,0.243241991988774,0.199739413570115,0.450462725057986
S2,MS,G5,0.538903207140825,0.342022172770519,0.354729944229879,0.290832139443586,0.300520382004283,0.52757305971148
S2,MS,G5_horz,0.500832640043891,0.289215893984638,0.314245127249413,0.639986979034209,0.339576942680153,0.0577350269189626
S2,MS,G5_blur,0.253311402559511,0.264378201320255,0.507854966173086,0.15,0.301212826198797,0.584166072277396
S2,MS,No4,1.84109660314757e-16,0.30190368221228,0.60380736442456,0.0408248290463863,0.31803432728769,0.618802607191232
S2,MS,No4_histeq,0.0204124145231932,0.299130684929959,0.600694043031337,0.05,0.288494656218563,0.588430114796991
S2,MS,No4_bandpass,0.389444048184931,0.297734501415831,0.455978800676815,0.0540061724867322,0.2998263386251,0.599305153212173
S2,MS,No4_bar,0.0978945010372561,0.320643883459517,0.615088069574865,0.138443731048635,0.335254878164857,0.622829564701826
S2,MS,No4_blur,0.0577350269189627,0.286320042376825,0.585590869692029,0.0866025403784437,0.317378585709034,0.613392207319265
S2,HS,G5,0.574093488321661,0.277451196909775,0.0816496580927727,0.467261525629206,0.168015376280466,0.142886901662352
S2,HS,G5_horz,0.560877289015461,0.280438644507731,0.158113883008419,0.564210362660359,0.272144263213466,0.109924216318941
S2,HS,G5_blur,0.607933658661316,0.319993489517105,0.132287565553229,0.540061724867322,0.24473625259314,0.102062072615966
S2,HS,No4,0.507854966173086,0.272144263213466,0.269258240356725,0.497912308209655,0.27290871489688,0.288675134594813
S2,HS,No4_histeq,0.543139024560011,0.247276835415963,0.0978945010372561,0.500416493200081,0.218660696056699,0.16583123951777
S2,HS,No4_bandpass,0.320806275915336,0.266731762887987,0.470814896394184,0.542755316264459,0.254746606127213,0.13228756555323
S2,HS,No4_bar,0.591255725835559,0.290653000443255,0.0408248290463863,0.559761854124889,0.258803335887826,0.0540061724867322
S2,HS,No4_blur,0.411298755975102,0.236951120135215,0.354142156014596,0.120761472884912,0.269064738182716,0.559016994374947
S4,MS,G5,0.0408248290463864,0.290653000443255,0.591255725835559,0.322102468168128,0.235186096527835,0.43493294502333
S4,MS,G5_horz,0.348209706929603,0.316063021141881,0.510718448201485,0.488620507142302,0.251454104493577,0.264575131106459
S4,MS,G5_blur,0.202072594216369,0.166770800801579,0.443940686728907,0.549621081594705,0.280438644507731,0.193649167310371
S4,MS,No4,0.108012344973464,0.243027776190295,0.537354631505117,0.0645497224367903,0.321940729534698,0.620819351072973
S4,MS,No4_histeq,0.11180339887499,0.352816052166942,0.647108955277239,0.088975652100261,0.24811791551599,0.545435605731786
S4,MS,No4_bandpass,0.185965946703512,0.339576942680153,0.615088069574865,0.373608529524332,0.276699295264733,0.442530601578392
S4,MS,No4_bar,0.104083299973307,0.292083036138698,0.584878904845553,0.067700320038633,0.265949556620549,0.56494837522261
S4,MS,No4_blur,0.0408248290463862,0.275945344829974,0.576989312437125,0.159426053914242,0.223373752561337,0.506622805119022
S4,HS,G5,0.416833300013327,0.177658380044399,0.267706306736817,0.629152869605896,0.340801750777975,0.136930639376291
S4,HS,G5_horz,0.459619407771256,0.306696103659632,0.398956973452861,0.617116952719121,0.31803432728769,0.0612372435695794
S4,HS,G5_blur,0.465026880943457,0.185685666292977,0.187082869338697,0.611691643450086,0.409140358964174,0.378043207407125
S4,HS,No4,0.162018517460197,0.243027776190295,0.523609269080167,0.316885889030526,0.223373752561337,0.426223728418147
S4,HS,No4_histeq,0.15545631755148,0.215783456270401,0.501248441394086,0.258198889747161,0.24473625259314,0.485197554266988
S4,HS,No4_bandpass,0.373608529524332,0.13501543121683,0.281365716935569,0.468597197316985,0.189021603703563,0.184842275106824
S4,HS,No4_bar,0.402595744306039,0.107529065838033,0.208166599946613,0.58130600088651,0.288494656218563,0.104083299973307
S4,HS,No4_blur,0.144337567297406,0.240442300770892,0.526387056578459,0.395284707521047,0.13501543121683,0.25
S5,MS,G5,0.435889894354067,0.295627862917779,0.408758282281024,0.582737791234903,0.328348138414092,0.241522945769824
S5,MS,G5_horz,0.640962817434314,0.341412507093692,0.067700320038633,0.599652677250201,0.303966829330658,0.0866025403784439
S5,MS,G5_blur,0.490747728811182,0.282658510102444,0.318198051533946,0.464130010521477,0.303280673084631,0.388372673257701
S5,MS,No4,0.119023807142381,0.297734501415831,0.587721589416848,0.106066017177982,0.345054343546057,0.639661368746516
S5,MS,No4_histeq,0.205142227084853,0.306016067116309,0.57227615711298,0.192570333471522,0.290653000443255,0.560505724026675
S5,MS,No4_bandpass,0.292973263854116,0.203868830378751,0.423772737836371,0.415832498329155,0.298433409657833,0.433012701892219
S5,MS,No4_bar,0.23629078131263,0.31803432728769,0.573367247058986,0.388372673257701,0.310073915918984,0.473022198210613
S5,MS,No4_blur,0.357654395564582,0.209910695296833,0.377491721763537,0.390512483795333,0.302592960922755,0.461428939996904
S5,HS,G5,0.611010092660779,0.316063021141881,0.0935414346693485,0.659229348052204,0.360410645421765,0.0866025403784439
S5,HS,G5_horz,0.677310859207203,0.384463912480742,0.138443731048635,0.631796380700829,0.357508741151877,0.196850196850295
S5,HS,G5_blur,0.5623610939601,0.294215057398496,0.197905701450632,0.607247890074556,0.321940729534698,0.144337567297406
S5,HS,No4,0.631466547015755,0.33587572106361,0.0957427107756339,0.540832691319598,0.246432884710354,0.106066017177982
S5,HS,No4_histeq,0.585946527708232,0.297734501415831,0.12747548783982,0.513160143944688,0.22890136158034,0.154110350074224
S5,HS,No4_bandpass,0.52757305971148,0.342630753630396,0.372491610643784,0.537742193496723,0.25228125838701,0.142886901662352
S5,HS,No4_bar,0.671441235949456,0.374026514211671,0.106066017177982,0.545053514192261,0.255563103753261,0.125830573921179
S5,HS,No4_blur,0.55490239381955,0.287046744160831,0.197905701450632,0.466815452472031,0.215783456270401,0.239791576165636
S6,MS,G5,0.48904669170404,0.24811791551599,0.257390753524675,0.0204124145231931,0.309401303595616,0.611010092660779
S6,MS,G5_horz,0.472581562625261,0.277451196909775,0.336030752560933,0.484338036224013,0.251454104493577,0.272335577306137
S6,MS,G5_blur,0.234520787991172,0.242169018112007,0.494553670831926,0.05,0.316063021141881,0.616103346309151
