Expt,Subj,Surround,StimName,FitParam,CondCombo
2,S32,HS,No4_bar,0.95,HS_No4_bar
2,S33,HS,No4_bar,0,HS_No4_bar
2,S34,HS,No4_bar,0.21,HS_No4_bar
2,S35,HS,No4_bar,0.09,HS_No4_bar
2,S1,HS,No4_blur,0.57,HS_No4_blur
2,S2,HS,No4_blur,0.67,HS_No4_blur
2,S4,HS,No4_blur,0.61,HS_No4_blur
2,S5,HS,No4_blur,0.21,HS_No4_blur
2,S6,HS,No4_blur,0.87,HS_No4_blur
2,S7,HS,No4_blur,0.88,HS_No4_blur
2,S8,HS,No4_blur,0.84,HS_No4_blur
2,S9,HS,No4_blur,0.82,HS_No4_blur
2,S11,HS,No4_blur,0.87,HS_No4_blur
2,S12,HS,No4_blur,0.78,HS_No4_blur
2,S13,HS,No4_blur,0.88,HS_No4_blur
2,S14,HS,No4_blur,1,HS_No4_blur
2,S15,HS,No4_blur,0.91,HS_No4_blur
2,S16,HS,No4_blur,0.08,HS_No4_blur
2,S17,HS,No4_blur,1,HS_No4_blur
2,S18,HS,No4_blur,0.64,HS_No4_blur
2,S20,HS,No4_blur,0.41,HS_No4_blur
2,S21,HS,No4_blur,0.83,HS_No4_blur
2,S22,HS,No4_blur,0.98,HS_No4_blur
2,S23,HS,No4_blur,0.99,HS_No4_blur
2,S24,HS,No4_blur,0.78,HS_No4_blur
2,S25,HS,No4_blur,0.44,HS_No4_blur
2,S26,HS,No4_blur,0.29,HS_No4_blur
2,S27,HS,No4_blur,1,HS_No4_blur
2,S28,HS,No4_blur,0.19,HS_No4_blur
2,S29,HS,No4_blur,0.97,HS_No4_blur
2,S30,HS,No4_blur,0.79,HS_No4_blur
2,S31,HS,No4_blur,0.68,HS_No4_blur
2,S32,HS,No4_blur,0.96,HS_No4_blur
2,S33,HS,No4_blur,0.98,HS_No4_blur
2,S34,HS,No4_blur,0.96,HS_No4_blur
2,S35,HS,No4_blur,0.62,HS_No4_blur
